subject,fuzzer,data_type,time,data
live555,aflnet,nodes,0,0.0
live555,aflnet,nodes,1,10.0
live555,aflnet,nodes,61,10.0
live555,aflnet,edges,0,0.0
live555,aflnet,edges,1,50.0
live555,aflnet,edges,61,77.0
live555,chatafl,nodes,0,0.0
live555,chatafl,nodes,1,13.0
live555,chatafl,nodes,61,14.0
live555,chatafl,edges,0,0.0
live555,chatafl,edges,1,77.0
live555,chatafl,edges,61,122.0
live555,chatafl_opt,nodes,0,0.0
live555,chatafl_opt,nodes,1,8.0
live555,chatafl_opt,nodes,61,10.0
live555,chatafl_opt,edges,0,0.0
live555,chatafl_opt,edges,1,17.0
live555,chatafl_opt,edges,61,37.0
